2613.5,6.1452
1092
1392
1714
2072
2444
2838
3246
3670
4094
4536
4982
5428
5878
6322
6762
7190
7612
8016
8410
8784
9140
9480
9790
10088
10348
10596
10816
11018
11184
11330
11448
11546
11612
11658
11674
11668
11644
11596
11532
11442
11338
11210
11070
10914
10742
10558
10370
10158
9944
9718
9490
9252
9004
8756
8506
8250
7994
7736
7482
7230
6974
6716
6474
6226
5982
5742
5508
5280
5060
4838
4630
4416
4214
4030
3842
3658
3486
3322
3156
3008
2862
2716
2578
2444
2318
2206
2086
1978
1874
1778
1680
1586
1502
1412
1332
1254
1176
1100
1024
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
