2802,2.745
1052
1322
1610
1926
2264
2614
3004
3408
3836
4282
4748
5218
5698
6174
6660
7146
7622
8100
8564
9018
9454
9874
10274
10652
11006
11336
11636
11912
12158
12370
12564
12722
12854
12948
13018
13054
13066
13056
13010
12938
12842
12728
12590
12426
12246
12044
11834
11602
11358
11104
10842
10566
10288
10000
9714
9418
9126
8822
8524
8230
7934
7644
7354
7064
6782
6502
6228
5960
5698
5448
5196
4956
4720
4490
4274
4062
3860
3664
3480
3298
3132
2972
2816
2668
2532
2404
2280
2166
2054
1956
1856
1764
1684
1600
1526
1454
1390
1328
1272
1212
1162
1118
1072
1030
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
