1992.5,8.1197
1106
1338
1592
1856
2138
2442
2754
3082
3418
3760
4114
4462
4806
5138
5498
5860
6192
6528
6840
7130
7414
7674
7920
8152
8372
8568
8740
8882
9006
9106
9184
9244
9288
9308
9298
9278
9228
9162
9074
8974
8852
8718
8566
8398
8224
8034
7834
7624
7412
7190
6960
6726
6490
6246
6006
5760
5508
5270
5028
4778
4536
4300
4070
3840
3618
3394
3180
2972
2774
2572
2384
2204
2034
1864
1704
1552
1408
1270
1140
1016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
