4224.6,-9.5593
1182
1486
1812
2172
2540
2928
3338
3754
4184
4622
5058
5504
5946
6386
6822
7252
7664
8066
8456
8828
9180
9516
9844
10148
10444
10724
10996
11258
11514
11768
12016
12260
12502
12756
13008
13254
13508
13756
14008
14258
14504
14752
14990
15232
15456
15680
15886
16086
16274
16452
16602
16744
16850
16934
17026
17110
17156
17182
17178
17146
17096
17022
16934
16826
16696
16542
16370
16178
15964
15734
15486
15230
14956
14674
14374
14066
13744
13418
13078
12730
12388
12030
11672
11312
10948
10584
10224
9860
9502
9146
8792
8448
8108
7772
7448
7126
6822
6520
6232
5956
5688
5430
5180
4940
4710
4498
4288
4086
3902
3724
3552
3388
3238
3088
2952
2822
2696
2582
2468
2374
2276
2184
2098
2016
1942
1872
1806
1744
1690
1638
1588
1550
1516
1474
1434
1404
1378
1352
1328
1302
1282
1258
1236
1222
1200
1178
1158
1138
1112
1094
1062
1040
1012
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
