2296,6.7783
1180
1446
1734
2042
2372
2716
3078
3450
3834
4222
4618
5016
5416
5808
6190
6580
6944
7306
7650
7980
8288
8578
8850
9102
9326
9526
9708
9860
9990
10100
10178
10236
10268
10278
10270
10230
10174
10098
10004
9888
9762
9620
9464
9292
9112
8924
8726
8520
8310
8094
7874
7654
7434
7206
6980
6760
6540
6320
6106
5898
5686
5478
5282
5082
4892
4704
4526
4346
4178
4012
3854
3698
3548
3406
3282
3152
3052
2952
2874
2830
2796
2788
2816
2864
2940
3048
3188
3358
3560
3784
4032
4326
4616
4932
5282
5638
6004
6394
6780
7172
7568
7964
8356
8742
9116
9476
9822
10156
10462
10756
11026
11274
11502
11698
11874
12022
12146
12242
12308
12356
12374
12376
12350
12300
12224
12134
12022
11886
11734
11566
11382
11180
10970
10742
10506
10254
10004
9744
9470
9198
8920
8642
8358
8074
7788
7510
7224
6944
6666
6390
6116
5846
5588
5330
5076
4830
4590
4358
4134
3912
3704
3494
3306
3118
2938
2768
2610
2460
2314
2176
2054
1934
1828
1728
1628
1540
1460
1386
1314
1252
1194
1148
1096
1056
1016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
