564.75,12.577
1064
1142
1212
1274
1356
1452
1538
1614
1688
1748
1818
1882
1940
2006
2056
2108
2156
2194
2228
2252
2278
2296
2312
2324
2334
2336
2338
2334
2328
2312
2306
2288
2272
2252
2228
2210
2186
2156
2134
2106
2080
2052
2024
1996
1974
1950
1920
1898
1868
1844
1820
1794
1768
1742
1720
1694
1668
1640
1608
1582
1554
1522
1490
1458
1426
1394
1360
1322
1286
1244
1202
1162
1124
1084
1040
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
