1923.7,9.3413
1192
1462
1742
2046
2358
2680
3014
3362
3704
4062
4420
4762
5114
5462
5804
6122
6440
6744
7032
7304
7562
7792
8006
8204
8372
8524
8636
8762
8844
8894
8936
8952
8942
8914
8878
8812
8734
8636
8518
8390
8254
8096
7934
7762
7592
7384
7184
6992
6778
6564
6350
6130
5906
5688
5466
5242
5018
4802
4586
4370
4164
3958
3762
3566
3380
3198
3020
2850
2690
2528
2378
2242
2104
1978
1858
1740
1636
1534
1436
1348
1264
1186
1114
1046
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
