2486,9.0234
1246
1608
1984
2384
2802
3234
3680
4128
4590
5056
5520
5980
6440
6892
7332
7766
8178
8584
8964
9328
9666
9978
10268
10528
10764
10976
11156
11306
11430
11520
11588
11626
11632
11614
11564
11484
11410
11288
11138
10984
10804
10606
10398
10170
9930
9682
9420
9144
8874
8588
8298
8008
7720
7412
7120
6834
6534
6244
5974
5680
5404
5136
4870
4610
4360
4114
3876
3648
3428
3210
3004
2806
2612
2430
2254
2084
1926
1770
1630
1494
1356
1232
1114
1002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
