1665,3.4845
1040
1210
1384
1568
1760
1954
2154
2356
2562
2776
2992
3208
3426
3648
3876
4088
4308
4524
4734
4946
5148
5342
5536
5716
5886
6054
6208
6354
6482
6598
6720
6830
6904
6982
7052
7096
7138
7160
7172
7176
7160
7142
7104
7066
7006
6942
6868
6794
6702
6606
6500
6394
6274
6150
6020
5892
5760
5616
5476
5334
5184
5038
4888
4736
4582
4426
4270
4124
3974
3818
3674
3530
3386
3244
3106
2972
2842
2706
2582
2458
2342
2226
2114
2008
1906
1810
1712
1612
1526
1438
1350
1272
1192
1118
1040
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
