2123,6.9418
1034
1252
1512
1798
2078
2388
2720
3056
3402
3766
4126
4498
4868
5238
5608
5972
6322
6674
7002
7328
7628
7920
8192
8444
8672
8880
9060
9230
9380
9490
9580
9654
9692
9722
9728
9710
9676
9618
9544
9454
9340
9214
9076
8926
8760
8584
8400
8208
8004
7792
7576
7360
7136
6908
6680
6450
6224
5992
5764
5538
5312
5082
4866
4648
4436
4230
4026
3830
3634
3452
3264
3096
2924
2758
2600
2448
2304
2160
2030
1904
1788
1672
1562
1462
1368
1280
1196
1116
1046
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
