2236.3,-13.297
1048
1192
1346
1494
1650
1808
1960
2114
2266
2412
2556
2688
2824
2944
3058
3166
3266
3358
3436
3504
3562
3614
3654
3690
3710
3724
3728
3720
3694
3670
3634
3610
3584
3560
3550
3550
3566
3598
3646
3718
3808
3924
4060
4218
4410
4620
4854
5112
5386
5682
5992
6316
6646
6982
7330
7678
8024
8376
8722
9050
9382
9690
9990
10276
10540
10784
11016
11228
11412
11576
11722
11834
11934
12002
12046
12054
12048
12050
12004
11942
11850
11732
11600
11454
11284
11104
10904
10686
10462
10218
9964
9704
9434
9152
8866
8580
8282
7982
7680
7376
7074
6770
6476
6174
5876
5584
5300
5014
4732
4460
4198
3944
3688
3446
3226
3000
2786
2582
2390
2212
2040
1880
1726
1586
1452
1330
1218
1112
1014
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
