5107.3,-5.9001
1008
1092
1208
1350
1522
1732
1970
2244
2554
2900
3286
3710
4166
4650
5174
5754
6368
7008
7672
8354
9058
9786
10520
11272
12032
12784
13544
14290
15016
15728
16430
17098
17738
18360
18940
19476
19978
20448
20860
21236
21570
21852
22092
22280
22426
22528
22580
22592
22566
22492
22384
22240
22056
21840
21588
21306
21002
20662
20308
19932
19532
19112
18680
18234
17770
17296
16818
16326
15838
15338
14838
14336
13834
13340
12844
12356
11870
11396
10924
10460
10014
9576
9142
8726
8326
7934
7558
7198
6848
6508
6190
5886
5590
5308
5046
4788
4548
4320
4102
3898
3710
3530
3354
3198
3042
2898
2766
2634
2514
2406
2294
2192
2100
2004
1920
1834
1752
1674
1600
1532
1454
1388
1318
1258
1192
1130
1066
1006
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
