2252.3,6.4371
1230
1480
1752
2042
2350
2674
3016
3366
3726
4094
4466
4844
5216
5590
5954
6320
6666
7010
7336
7650
7948
8226
8496
8734
8950
9156
9340
9494
9636
9750
9840
9912
9966
9998
10002
9998
9970
9920
9852
9774
9686
9574
9452
9318
9162
9014
8856
8682
8500
8314
8118
7920
7720
7520
7310
7096
6884
6672
6460
6248
6038
5824
5606
5396
5202
4996
4794
4600
4402
4216
4032
3852
3678
3510
3342
3186
3026
2880
2736
2598
2470
2346
2228
2114
2006
1902
1814
1716
1634
1544
1472
1394
1326
1260
1196
1136
1084
1024
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
